"League","Season","SourceFile","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HF","AF","HC","AC","HY","AY","HR","AR","HST","AST","Referee","Attendance","Stadium","Source","station_id","temp_mean","temp_max","temp_min","precip_mm","sunshine_h","capacity","fill_rate","avg_price","price_type"
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","Chemnitz","Wuppertaler",0,0,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","CZ Jena","Hertha",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","Hansa Rostock","Munich 1860",4,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","Homburg","St Pauli",2,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","Mannheim","F Koln",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","Meppen","Bochum",0,1,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","RW Essen","Saarbrucken",3,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","Stuttgarter K","Hannover",0,0,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","TB Berlin","Mainz",0,1,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-28","Wolfsburg","Uerdingen",3,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","Bochum","Hansa Rostock",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","F Koln","Wolfsburg",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","Hannover","TB Berlin",0,1,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","Hertha","Mannheim",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","Mainz","CZ Jena",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","Munich 1860","RW Essen",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","Saarbrucken","Stuttgarter K",3,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","St Pauli","Chemnitz",3,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","Uerdingen","Homburg",0,1,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-07-31","Wuppertaler","Meppen",0,1,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-07","Bayern Munich","Freiburg",3,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-07","Dortmund","Karlsruhe",2,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-07","Duisburg","Leverkusen",2,2,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-07","FC Koln","Kaiserslautern",0,2,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-07","Hamburg","Nurnberg",5,2,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-07","RB Leipzig","Dresden",3,3,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-07","M'Gladbach","Ein Frankfurt",0,4,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-07","Wattenscheid","Schalke 04",3,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-07","Werder Bremen","Stuttgart",5,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","Chemnitz","Uerdingen",1,4,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","CZ Jena","Mannheim",2,2,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","Hansa Rostock","Wuppertaler",0,1,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","Homburg","F Koln",1,2,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","Mainz","Hannover",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","Meppen","St Pauli",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","RW Essen","Bochum",0,2,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","Stuttgarter K","Munich 1860",0,2,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","TB Berlin","Saarbrucken",0,4,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-07","Wolfsburg","Hertha",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-14","Dresden","Duisburg",0,1,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-14","Ein Frankfurt","Werder Bremen",2,2,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-14","Freiburg","Wattenscheid",4,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-14","Kaiserslautern","M'Gladbach",4,2,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-14","Karlsruhe","Hamburg",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-14","Leverkusen","Bayern Munich",2,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-14","Nurnberg","FC Koln",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-14","Schalke 04","Dortmund",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-14","Stuttgart","RB Leipzig",0,0,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","Bochum","Stuttgarter K",3,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","F Koln","Chemnitz",0,1,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","Hannover","CZ Jena",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","Hertha","Homburg",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","Mannheim","Wolfsburg",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","Munich 1860","TB Berlin",2,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","Saarbrucken","Mainz",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","St Pauli","Hansa Rostock",2,4,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","Uerdingen","Meppen",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-14","Wuppertaler","RW Essen",0,0,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-21","Bayern Munich","Dresden",5,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-21","Dortmund","Freiburg",3,2,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-21","Duisburg","Stuttgart",2,2,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-21","Ein Frankfurt","Kaiserslautern",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-21","FC Koln","Karlsruhe",2,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-21","Hamburg","Schalke 04",4,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-21","M'Gladbach","Nurnberg",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-21","Wattenscheid","Leverkusen",1,2,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-21","Werder Bremen","RB Leipzig",3,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","Chemnitz","Hertha",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","CZ Jena","Wolfsburg",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","Hannover","Saarbrucken",4,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","Hansa Rostock","Uerdingen",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","Homburg","Mannheim",3,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","Mainz","Munich 1860",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","Meppen","F Koln",4,2,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","RW Essen","St Pauli",0,0,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","Stuttgarter K","Wuppertaler",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-21","TB Berlin","Bochum",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-28","Dresden","Wattenscheid",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-28","Freiburg","Hamburg",0,1,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-28","Kaiserslautern","Werder Bremen",2,3,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-28","Karlsruhe","M'Gladbach",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-28","RB Leipzig","Duisburg",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-28","Leverkusen","Dortmund",2,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-28","Nurnberg","Ein Frankfurt",1,5,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-28","Schalke 04","FC Koln",1,2,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-08-28","Stuttgart","Bayern Munich",2,2,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","Bochum","Mainz",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","F Koln","Hansa Rostock",0,0,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","Hertha","Meppen",1,1,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","Mannheim","Chemnitz",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","Munich 1860","Hannover",2,2,"D",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","Saarbrucken","CZ Jena",2,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","St Pauli","Stuttgarter K",3,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","Uerdingen","RW Essen",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","Wolfsburg","Homburg",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 2","1993/94","D2.csv","D2","1993-08-28","Wuppertaler","TB Berlin",1,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-09-01","Bayern Munich","RB Leipzig",3,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-09-01","Dortmund","Dresden",4,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-09-01","Ein Frankfurt","Karlsruhe",3,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-09-01","FC Koln","Freiburg",2,0,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-09-01","Hamburg","Leverkusen",2,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-09-01","Kaiserslautern","Nurnberg",3,1,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-09-01","M'Gladbach","Schalke 04",3,2,"H",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bundesliga 1","1993/94","D1.csv","D1","1993-09-01","Wattenscheid","Stuttgart",2,4,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
