"League","Season","SourceFile","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HF","AF","HC","AC","HY","AY","HR","AR","HST","AST","Referee","Attendance","Stadium","Source","station_id","temp_mean","temp_max","temp_min","precip_mm","sunshine_h","capacity","fill_rate","avg_price","price_type"
"Bundesliga 1","2004/05","D1 (11).csv","D1","2005-05-21","Leverkusen","M'Gladbach",5,1,"H",1,1,"D",30,6,6,19,16,2,0,2,0,0,NA,NA,"",22500,"BayArena","tm_scraper",2667,16.8,21.5,12.2,0,5,30210,0.744786494538232,16.81,"observed"
"Bundesliga 1","2004/05","D1 (11).csv","D1","2005-05-21","Nurnberg","Mainz",1,2,"A",1,1,"D",13,21,19,16,1,7,1,3,0,0,NA,NA,"",41886,"Max-Morlock-Stadion","tm_scraper",3668,17.1,22.9,10.7,3.3,2.1,50000,0.83772,16.81,"observed"
"Bundesliga 1","2004/05","D1 (11).csv","D1","2005-05-21","Stuttgart","Bayern Munich",1,3,"A",0,2,"A",12,14,17,22,6,4,2,2,0,0,NA,NA,"",48600,"MHPArena Stuttgart","tm_scraper",4928,17.4,22.1,14.2,3.3,1.2,60449,0.803983523300634,16.81,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-05","Bayern Munich","M'Gladbach",3,0,"H",1,0,"H",19,10,15,18,5,9,4,2,1,0,NA,NA,"",66000,"Allianz Arena","tm_scraper",3379,17.6,22.9,11.3,8.9,9.6,75024,0.879718490083173,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-06","Duisburg","Stuttgart",1,1,"D",1,1,"D",11,11,19,19,5,4,5,3,0,1,NA,NA,"",28443,"MSV-Arena","tm_scraper",1078,13.6,18.9,10.3,13.6,4.7,31500,0.902952380952381,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-06","FC Koln","Mainz",1,0,"H",0,0,"D",14,19,31,38,5,2,2,3,0,0,NA,NA,"",50000,"RheinEnergieSTADION","tm_scraper",2667,13.9,19.1,9.8,19.3,2.5,50000,1,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-06","Hamburg","Nurnberg",3,0,"H",2,0,"H",12,17,14,15,2,4,2,2,0,0,NA,NA,"",41877,"Volksparkstadion","tm_scraper",1975,13.6,18,10.3,6.7,8.1,57274,0.731169466075357,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-06","Hannover","Hertha",2,2,"D",0,0,"D",12,15,15,12,2,8,2,0,0,0,NA,NA,"",40473,"Heinz-von-Heiden-Arena","tm_scraper",2014,13.4,17.4,9.2,1,4.2,49000,0.825979591836735,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-06","Werder Bremen","Bielefeld",5,2,"H",3,2,"H",17,10,14,14,5,2,0,1,0,0,NA,NA,"",38156,"Weserstadion","tm_scraper",691,12.6,16.7,9.5,9.8,4.7,42100,0.906318289786223,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-06","Wolfsburg","Dortmund",2,2,"D",1,0,"H",12,16,18,11,5,6,2,1,0,0,NA,NA,"",23368,"Volkswagen Arena","tm_scraper",662,13.3,17.8,9.9,3,3.7,30000,0.778933333333333,18.63,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-06","Cottbus","Braunschweig",2,1,"H",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12600,"LEAG Energie Stadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31215",880,14.7,19.4,11,4,3.5,22528,0.559303977272727,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-06","Greuther Furth","Dresden",3,1,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",9400,"Sportpark Ronhof | Thomas Sommer","https://www.transfermarkt.de/spielbericht/index/spielbericht/31218",3668,15.5,18.8,10.5,1.7,5.7,16626,0.565379526043546,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-06","Saarbrucken","Bochum",0,4,"A",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15500,"Ludwigsparkstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31217",4313,NA,NA,NA,NA,NA,35000,0.442857142857143,11.3,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-07","Ein Frankfurt","Leverkusen",1,4,"A",1,1,"D",17,13,21,23,7,3,1,0,0,0,NA,NA,"",42000,"Deutsche Bank Park","tm_scraper",1420,14.2,19.5,9.4,0.1,6.8,58000,0.724137931034483,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-07","Schalke 04","Kaiserslautern",2,1,"H",0,1,"A",24,7,17,24,12,4,1,1,0,0,NA,NA,"",61210,"Veltins-Arena","tm_scraper",1303,11.8,16.4,8.2,15.1,5.5,62271,0.982961571196865,18.63,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-07","Ahlen","Munich 1860",1,2,"A",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6811,"Wersestadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31214",42,NA,NA,NA,NA,NA,11000,0.619181818181818,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-07","Freiburg","Burghausen",2,1,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",14000,"Dreisamstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31216",1443,14.6,19.6,11.2,4.4,4,24000,0.583333333333333,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-07","Hansa Rostock","Offenbach",1,2,"A",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",26000,"Ostseestadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31213",4271,13.7,17.7,10.3,12.1,6.5,29000,0.896551724137931,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-07","Karlsruhe","Siegen",2,0,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15500,"BBBank Wildpark","https://www.transfermarkt.de/spielbericht/index/spielbericht/31220",4177,NA,NA,NA,NA,NA,34302,0.451868695702874,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-07","Unterhaching","Paderborn",3,0,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4000,"Uhlsport Park","https://www.transfermarkt.de/spielbericht/index/spielbericht/31219",3379,12.5,17.2,9.7,5.8,3,15000,0.266666666666667,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-08","Erzgebirge Aue","Aachen",2,1,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13250,"eins Erzgebirgsstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31221",853,11.3,16.5,7.3,2.2,4,25000,0.53,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-12","Aachen","Karlsruhe",2,1,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",19962,"Tivoli (alt)","https://www.transfermarkt.de/spielbericht/index/spielbericht/31225",3,16.4,22.3,11.4,1.4,5.1,21600,0.924166666666667,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-12","Dresden","Freiburg",2,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",18047,"Rudolf-Harbig-Stadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31230",1048,17.4,22.6,12.9,5,6.8,32066,0.562807958585418,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-12","Munich 1860","Hansa Rostock",4,1,"H",2,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",51200,"Allianz Arena","https://www.transfermarkt.de/spielbericht/index/spielbericht/31228",3379,18.1,24.8,10.1,1,12.5,75024,0.682448283216038,11.3,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-13","Bielefeld","Hamburg",0,2,"A",0,0,"D",14,13,22,20,2,3,3,3,0,0,NA,NA,"",23425,"SchücoArena","tm_scraper",4371,14.8,18.3,11.5,2.6,2.9,26515,0.883462191212521,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-13","Dortmund","Schalke 04",1,2,"A",1,1,"D",10,15,22,22,2,3,0,3,0,0,NA,NA,"",81264,"SIGNAL IDUNA PARK","tm_scraper",1303,15.4,21.6,8.9,20.7,8.6,81365,0.998758680022122,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-13","Hertha","Ein Frankfurt",2,0,"H",0,0,"D",13,12,19,23,9,2,3,2,0,0,NA,NA,"",49416,"Olympiastadion Berlin","tm_scraper",433,14.8,17,12.3,0.1,0.6,74475,0.663524672708963,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-13","Kaiserslautern","Duisburg",5,3,"H",2,1,"H",28,11,21,15,4,3,3,3,0,0,NA,NA,"",30111,"Fritz-Walter-Stadion","tm_scraper",2486,15.8,22.3,9.1,0.3,NA,49327,0.610436474952866,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-13","Leverkusen","Bayern Munich",2,5,"A",1,3,"A",15,13,13,12,7,1,1,0,0,0,NA,NA,"",22500,"BayArena","tm_scraper",2667,15.7,21.7,8.4,9.2,6.7,30210,0.744786494538232,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-13","M'Gladbach","Wolfsburg",1,1,"D",0,1,"A",16,8,16,23,20,1,1,3,0,1,NA,NA,"",41026,"Stadion im Borussia-Park","tm_scraper",5064,16.1,22.2,9,14.8,NA,54022,0.759431342786272,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-13","Nurnberg","Hannover",1,1,"D",0,1,"A",23,13,8,18,4,6,0,3,0,0,NA,NA,"",28349,"Max-Morlock-Stadion","tm_scraper",3668,15.1,19.9,10.1,0,6,50000,0.56698,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-14","Mainz","Werder Bremen",0,2,"A",0,1,"A",15,11,13,26,5,12,2,4,0,0,NA,NA,"",20300,"Stadion am Bruchweg","tm_scraper",1420,15.3,17.1,13.1,21.2,0.9,20300,1,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-14","Stuttgart","FC Koln",2,3,"A",0,1,"A",19,14,21,20,10,3,3,6,0,1,NA,NA,"",49000,"MHPArena Stuttgart","tm_scraper",4928,15.3,20.1,12.7,2,2.6,60449,0.810600671640556,18.63,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-14","Braunschweig","Ahlen",3,1,"H",3,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16800,"EINTRACHT-Stadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31226",662,14.9,15.8,13.8,10.7,0,23325,0.720257234726688,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-14","Burghausen","Erzgebirge Aue",1,1,"D",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5700,"Wacker-Arena","https://www.transfermarkt.de/spielbericht/index/spielbericht/31227",10971,NA,NA,NA,NA,NA,10000,0.57,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-14","Offenbach","Greuther Furth",2,1,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11107,"Stadion am Bieberer Berg","https://www.transfermarkt.de/spielbericht/index/spielbericht/31229",1420,15.3,17.1,13.1,21.2,0.9,20500,0.54180487804878,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-14","Paderborn","Saarbrucken",5,0,"H",3,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4703,"Hermann-Löns-Stadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31223",4371,14.8,17.3,13.6,20.8,0.1,12000,0.391916666666667,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-14","Siegen","Unterhaching",4,0,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7850,"Leimbachstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31222",2667,14.9,17.7,12.4,13.8,1.5,18500,0.424324324324324,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-15","Bochum","Cottbus",2,2,"D",1,1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",19866,"Vonovia Ruhrstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31224",1303,14.6,16.7,13,4.3,0,32000,0.6208125,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-26","Ahlen","Bochum",2,2,"D",2,1,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",8698,"Wersestadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31241",42,NA,NA,NA,NA,NA,11000,0.790727272727273,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-26","Dresden","Offenbach",4,1,"H",2,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",17681,"Rudolf-Harbig-Stadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31248",1048,15.6,19.5,12.2,0,8.3,32066,0.551393999875257,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-26","Hansa Rostock","Braunschweig",2,3,"A",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15500,"Ostseestadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31240",4271,14.2,18.7,11.2,0.1,7.6,29000,0.53448275862069,11.3,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-27","Bayern Munich","Hertha",3,0,"H",0,0,"D",18,7,15,27,5,3,0,5,0,0,NA,NA,"",66000,"Allianz Arena","tm_scraper",3379,17.2,22.4,12,0,9.3,75024,0.879718490083173,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-27","Ein Frankfurt","Nurnberg",1,0,"H",0,0,"D",11,11,19,18,13,4,2,2,0,0,NA,NA,"",40000,"Deutsche Bank Park","tm_scraper",1420,15.8,21.4,8.8,0,6.9,58000,0.689655172413793,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-27","FC Koln","Kaiserslautern",2,3,"A",0,1,"A",17,16,12,21,11,5,3,3,0,0,NA,NA,"",50000,"RheinEnergieSTADION","tm_scraper",2667,14.9,20.9,9.3,0,7.4,50000,1,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-27","Hamburg","Hannover",1,1,"D",1,1,"D",18,10,20,16,9,4,1,4,0,0,NA,NA,"",48866,"Volksparkstadion","tm_scraper",1975,14.5,20.3,9.2,0,7,57274,0.853196913084471,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-27","Schalke 04","M'Gladbach",1,1,"D",0,1,"A",23,6,16,21,6,1,1,3,0,0,NA,NA,"",61524,"Veltins-Arena","tm_scraper",1303,15,20.8,10.2,0,8,62271,0.988004046827576,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-27","Werder Bremen","Stuttgart",1,1,"D",1,0,"H",23,11,21,20,6,4,2,2,0,0,NA,NA,"",38440,"Weserstadion","tm_scraper",691,14.2,20,8.4,0,4.8,42100,0.913064133016627,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-27","Wolfsburg","Leverkusen",2,1,"H",1,1,"D",11,13,15,16,10,5,4,1,0,2,NA,NA,"",18201,"Volkswagen Arena","tm_scraper",662,15.2,20.9,10.1,0,8.2,30000,0.6067,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-28","Bielefeld","Mainz",2,0,"H",2,0,"H",6,18,28,23,3,6,2,3,0,0,NA,NA,"",18323,"SchücoArena","tm_scraper",4371,15.5,21.9,9.7,0,5.4,26515,0.691042805958891,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-08-28","Duisburg","Dortmund",1,1,"D",0,0,"D",14,19,18,10,5,4,1,3,0,0,NA,NA,"",31602,"MSV-Arena","tm_scraper",1078,16.6,22.9,10,0,11.5,31500,1.0032380952381,18.63,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-28","Cottbus","Paderborn",1,2,"A",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",10800,"LEAG Energie Stadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31242",880,16.8,23.9,9.2,0,11.6,22528,0.479403409090909,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-28","Freiburg","Erzgebirge Aue",2,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13000,"Dreisamstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31243",1443,18.5,24.3,13.1,0,11.3,24000,0.541666666666667,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-28","Karlsruhe","Burghausen",0,1,"A",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13000,"BBBank Wildpark","https://www.transfermarkt.de/spielbericht/index/spielbericht/31247",4177,NA,NA,NA,NA,NA,34302,0.378986648008862,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-28","Saarbrucken","Siegen",0,3,"A",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7100,"Ludwigsparkstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31244",4313,NA,NA,NA,NA,NA,35000,0.202857142857143,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-28","Unterhaching","Aachen",1,2,"A",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4000,"Uhlsport Park","https://www.transfermarkt.de/spielbericht/index/spielbericht/31246",3379,17.7,23.6,14.1,0.1,5,15000,0.266666666666667,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-08-29","Greuther Furth","Munich 1860",2,2,"D",1,1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",10900,"Sportpark Ronhof | Thomas Sommer","https://www.transfermarkt.de/spielbericht/index/spielbericht/31245",3668,18.5,27,9.3,0,12.7,16626,0.655599663178155,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-09","Aachen","Saarbrucken",4,0,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",20478,"Tivoli (alt)","https://www.transfermarkt.de/spielbericht/index/spielbericht/31270",3,19.3,25.7,17.1,3.4,1.7,21600,0.948055555555556,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-09","Burghausen","Unterhaching",1,1,"D",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5300,"Wacker-Arena","https://www.transfermarkt.de/spielbericht/index/spielbericht/31272",10971,NA,NA,NA,NA,NA,10000,0.53,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-09","Munich 1860","Dresden",1,2,"A",0,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",66000,"Allianz Arena","https://www.transfermarkt.de/spielbericht/index/spielbericht/31273",3379,20.9,28.1,14.5,0.4,7.5,75024,0.879718490083173,11.3,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-10","Hannover","Ein Frankfurt",2,0,"H",1,0,"H",13,16,17,15,1,6,2,1,0,0,NA,NA,"",35166,"Heinz-von-Heiden-Arena","tm_scraper",2014,19.5,25.1,13.2,0,9.7,49000,0.717673469387755,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-10","Kaiserslautern","Werder Bremen",1,5,"A",0,3,"A",12,18,16,15,2,6,1,3,0,0,NA,NA,"",32851,"Fritz-Walter-Stadion","tm_scraper",2486,19.5,24.2,16.3,1.8,NA,49327,0.665984146613417,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-10","Leverkusen","Schalke 04",1,1,"D",0,0,"D",17,14,14,15,8,6,4,4,0,0,NA,NA,"",22500,"BayArena","tm_scraper",2667,20.2,25.5,16.8,2.8,2.8,30210,0.744786494538232,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-10","Mainz","Hamburg",1,3,"A",0,1,"A",21,13,12,12,2,9,1,1,0,0,NA,NA,"",20300,"Stadion am Bruchweg","tm_scraper",1420,20.5,24.3,18,0.1,0,20300,1,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-10","M'Gladbach","Duisburg",2,1,"H",1,1,"D",22,13,20,33,7,2,3,2,0,0,NA,NA,"",48288,"Stadion im Borussia-Park","tm_scraper",5064,19.6,23.8,16,10.1,NA,54022,0.893858057828292,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-10","Nurnberg","Bayern Munich",1,2,"A",1,1,"D",11,21,18,23,5,10,4,2,0,0,NA,NA,"",46939,"Max-Morlock-Stadion","tm_scraper",3668,18.1,20,16.2,13.6,0,50000,0.93878,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-10","Stuttgart","Bielefeld",1,1,"D",0,0,"D",15,16,13,25,7,3,2,3,0,0,NA,NA,"",34000,"MHPArena Stuttgart","tm_scraper",4928,19.2,21.9,17.3,0.2,0.5,60449,0.562457608893447,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-11","Dortmund","FC Koln",2,1,"H",1,0,"H",17,18,20,18,3,2,1,4,0,0,NA,NA,"",78400,"SIGNAL IDUNA PARK","tm_scraper",1303,17.2,19.2,15.8,0,0,81365,0.963559269956369,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-11","Hertha","Wolfsburg",3,0,"H",0,0,"D",21,13,21,18,7,2,3,2,0,0,NA,NA,"",40754,"Olympiastadion Berlin","tm_scraper",433,18.2,20,16.3,12.9,0,74475,0.547217186975495,18.63,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-11","Braunschweig","Greuther Furth",3,0,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",18500,"EINTRACHT-Stadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31271",662,17.1,17.7,16.6,2.7,0,23325,0.793140407288317,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-11","Erzgebirge Aue","Karlsruhe",0,0,"D",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12000,"eins Erzgebirgsstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31275",853,17.6,20.8,16.2,66.4,0.8,25000,0.48,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-11","Offenbach","Freiburg",2,1,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",10800,"Stadion am Bieberer Berg","https://www.transfermarkt.de/spielbericht/index/spielbericht/31274",1420,18.3,20.6,16.9,11.5,0,20500,0.526829268292683,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-11","Paderborn","Ahlen",1,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6560,"Hermann-Löns-Stadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31268",4371,16.8,18.6,15.8,8.8,0,12000,0.546666666666667,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-11","Siegen","Cottbus",2,4,"A",1,1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11000,"Leimbachstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31267",2667,17.8,19.4,16.3,2.4,0,18500,0.594594594594595,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-12","Bochum","Hansa Rostock",1,0,"H",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15893,"Vonovia Ruhrstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31269",1303,16.3,19.5,12.7,0,0.4,32000,0.49665625,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-16","Dresden","Braunschweig",1,1,"D",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",17436,"Rudolf-Harbig-Stadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31293",1048,13.5,19.2,9.4,4.5,0.6,32066,0.543753508388948,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-16","Freiburg","Karlsruhe",0,0,"D",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",20000,"Dreisamstadion","https://www.transfermarkt.de/spielbericht/index/spielbericht/31288",1443,16.9,20,10.2,18.4,0.4,24000,0.833333333333333,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-16","Greuther Furth","Bochum",1,3,"A",1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5800,"Sportpark Ronhof | Thomas Sommer","https://www.transfermarkt.de/spielbericht/index/spielbericht/31290",3668,14.6,17.9,9.5,8,0,16626,0.348851196920486,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-16","Offenbach","Munich 1860",2,5,"A",0,3,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16490,"Stadion am Bieberer Berg","https://www.transfermarkt.de/spielbericht/index/spielbericht/31292",1420,14.9,18.9,9.3,4.7,0.5,20500,0.804390243902439,11.3,"observed"
"Bundesliga 2","2005/06","D2 (12).csv","D2","2005-09-16","Unterhaching","Erzgebirge Aue",1,1,"D",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3500,"Uhlsport Park","https://www.transfermarkt.de/spielbericht/index/spielbericht/31291",3379,17.4,23.5,10.1,4.6,8,15000,0.233333333333333,11.3,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-17","Bayern Munich","Hannover",1,0,"H",1,0,"H",11,13,14,12,3,3,0,1,0,0,NA,NA,"",66000,"Allianz Arena","tm_scraper",3379,9.4,10.8,8.3,1.2,0,75024,0.879718490083173,18.63,"observed"
"Bundesliga 1","2005/06","D1 (12).csv","D1","2005-09-17","Bielefeld","Kaiserslautern",0,0,"D",0,0,"D",12,7,12,16,4,3,0,1,0,0,NA,NA,"",16684,"SchücoArena","tm_scraper",4371,9.5,15.1,4.6,0,8.5,26515,0.629228738449934,18.63,"observed"
